collection_no,occurrences.genus_reso,occurrences.genus_name,original.genus_reso,original.genus_name,collections.stage,collections.ma_max,collections.ma_min
15934,,Paramys,,,Ypresian,50.8,50.6
15934,,Mytonomys,,Paramys,Ypresian,50.8,50.6
15937,,Paramys,,,Ypresian,52.4,50.6
15937,,Knightomys,,,Ypresian,52.1,50.6
15942,,Paramys,,,Ypresian,49,48.9
15942,,Paramys,,,Ypresian,49,48.9
15942,,Acritoparamys,,,Ypresian,49,48.9
15942,,Lophiparamys,,,Ypresian,49,48.9
15942,,Mattimys,,,Ypresian,49,48.9
15942,,Knightomys,,,Ypresian,49,48.9
15964,,Paramys,,,Ypresian,49,48.9
15964,,Paramys,,,Ypresian,49,48.9
15964,,Thisbemys,,,Ypresian,49,48.9
15964,,Franimys,,,Ypresian,49,48.9
15964,,Lophiparamys,,,Ypresian,49,48.9
15964,,Knightomys,,,Ypresian,49,48.9
15964,,Acritoparamys,,Reithroparamys,Ypresian,49,48.9
15964,,Mytonomys,,Pseudotomus,Ypresian,49,48.9
15964,,Knightomys,,Dawsonomys,Ypresian,51.5,46.4
16005,,Paramys,,,Ypresian,51.5,46.4
16027,,Paramys,,,Ypresian,50.7,46.4
16028,,Paramys,,,Ypresian,50.7,46.4
16055,,Paramys,,,Ypresian,50.7,46.4
16056,cf.,Franimys,,Paramys,Ypresian,51.8,51.8
16067,,Paramys,,,Ypresian,51.8,51.8
16073,,Paramys,,,Ypresian,51.8,51.8
16073,,Knightomys,,,Ypresian,51.8,51.8
16076,,Knightomys,,,Ypresian,46.2,46.1
16078,,Paramys,,,Ypresian,51.2,51.1
16079,,Sciuravus,,,,51.2,51.1
16079,,Acritoparamys,,Paramys,,51.2,51.1
16081,,Quadratomus,,Pseudotomus,,51.9,51.9
16082,,Paramys,,,,51.9,51.9
16083,,Sciuravus,,,,46.5,46.4
16084,,Sciuravus,,Sciuravidae,,52.1,52.1
16090,,Sciuravus,,,,52.1,52.1
16091,,Sciuravus,,,,52.1,52.1
16092,,Microparamys,,,,52.1,52.1
16092,,Sciuravus,,,,49.8,49.7
16095,,Sciuravus,,,,49.8,49.7
16097,,Paramys,,,,49.8,49.7
16097,,Leptotomus,,,,49.8,49.7
16097,,Microparamys,,,,49.8,49.7
16098,,Microparamys,,,,49.8,49.7
16098,,Sciuravus,,,,49.8,49.7
16098,,Thisbemys,,Thisbemys,,49.6,49.5
16099,,Sciuravus,,,,49.6,49.5
16100,,Paramys,,,,49.6,49.5
16100,,Sciuravus,,,,49.6,49.5
16100,,Quadratomus,,Leptotomus,,49.6,49.5
16101,,Quadratomus,,Leptotomus,,49.6,49.5
16102,,Quadratomus,,Leptotomus,,48.8,48.7
16105,,Microparamys,,,,48.8,48.7
16106,,Paramys,,,,50.5,50.4
16106,,Sciuravus,,,,50.5,50.4
16107,,Paramys,,,,50.3,50.2
16107,,Microparamys,,,,50.1,50.1
16107,,Quadratomus,,Leptotomus,,50.1,50.1
16108,,Paramys,,,,50.1,50.1
16108,,Sciuravus,,,,50.1,50.1
16108,,Thisbemys,,Thisbemys,,50.1,50.1
16109,,Leptotomus,,,,50.1,50.1
16109,,Sciuravus,,,,50.1,50.1
16109,,Thisbemys,,Thisbemys,,50.1,50.1
16111,,Leptotomus,,,,50.1,50.1
16111,,Sciuravus,,,,50.1,50.1
16111,,Quadratomus,,Leptotomus,,50.1,50.1
16112,,Sciuravus,,,,46.5,46.4
16113,,Leptotomus,,,,46.5,46.4
16113,,Microparamys,,,,46.5,46.4
16114,,Paramys,,,,46.5,46.4
16114,,Leptotomus,,,,46.5,46.4
16114,,Sciuravus,,,,46.5,46.4
16116,,Sciuravus,,,,46.5,46.4
16118,,Sciuravus,,,,46.5,46.4
16118,,Quadratomus,,Leptotomus,,50.1,49.5
16119,,Sciuravus,,,,50.1,49.5
16120,,Sciuravus,,,,50.1,49.5
16125,,Sciuravus,,,,46.3,46.1
16126,,Sciuravus,,,,51.3,51.3
16129,,Sciuravus,,,,51.8,51.7
16129,,Quadratomus,,Leptotomus,,51.8,51.7
16130,,Sciuravus,,,,51.8,51.7
16132,,Sciuravus,,,,51.8,51.7
16137,,Paramys,,,,51.5,51.4
16137,,Paramys,,,,51.5,51.4
16137,,Paramys,,,,51.5,51.4
16137,,Leptotomus,,,,51.5,51.4
16137,,Leptotomus,,,,51.5,51.4
16137,,Thisbemys,,,,51.8,51.7
16137,,Reithroparamys,,,,51.8,51.7
16137,,Microparamys,,,,48.6,48.5
16137,,Pseudotomus,,,,48.6,48.5
16137,,Sciuravus,,,,48.6,48.5
16137,,Acritoparamys,,Paramys,,48.6,48.5
16137,,Thisbemys,,Leptotomus,,48.6,48.5
16137,,Quadratomus,,Pseudotomus,,50.1,48.7
16139,,Paramys,,,,54.3,52
16139,,Leptotomus,,,,46.3,46.1
16139,,Reithroparamys,,,,47.9,47.8
16139,,Acritoparamys,,Paramys,,51.9,51.9
16139,,Pseudotomus,,Pseudotomus,,51.9,51.9
16191,,Paramys,,,,51.9,51.9
16191,,Leptotomus,,,,51.9,51.9
16192,,Paramys,,,,51.5,50.7
16192,,Leptotomus,,,,50.8,50.7
16192,,Thisbemys,,Thisbemys,,50.8,50.7
16198,,Paramys,,,,50.8,50.7
16198,,Paramys,,,,50.8,50.7
16198,,Reithroparamys,,,,50.8,50.7
16198,,Reithroparamys,,,,50.8,50.7
16198,,Sciuravus,,,,49.8,46.1
16198,,Knightomys,,,,50.1,48.7
16198,,Knightomys,,Paramys,,52,52
16200,,Thisbemys,,,,52,52
16203,,Thisbemys,,,,47.7,46.3
16203,,Reithroparamys,,,,47.6,47.5
16203,,Pseudotomus,,Pseudotomus,,47.6,47.5
16204,,Paramys,,,,50.1,49.9
16204,,Armintomys,,,,50.1,49.9
16205,,Pseudotomus,,,,50.1,49.9
16207,,Paramys,,,,50.1,49.9
16207,,Paramys,,,,50.8,50.6
16207,,Acritoparamys,,,,50.8,50.6
16207,,Mattimys,,,,50.8,50.6
16207,,Knightomys,,,,50.8,50.6
16207,,Knightomys,,,,50.8,46.4
16207,,Knightomys,,,,49.1,46.3
16218,,Reithroparamys,,,,50.8,50.6
16218,,Reithroparamys,,,,50.8,50.6
16218,,Microparamys,,,,50.8,50.6
16218,,Sciuravus,,,,50.8,50.6
16218,,Pauromys,,,,50.7,50.6
16218,,Knightomys,,,,50.7,50.6
16218,,Elymys,,,,50.7,50.6
16218,,Mattimys,,,,50.7,50.6
16219,,Sciuravus,,,,50.7,50.6
16219,,Taxymys,,,,50.7,50.6
16219,,Paramys,,,,50.7,50.6
16219,,Reithroparamys,,,,50.7,50.6
16219,,Microparamys,,,,50.7,50.6
16219,,Microparamys,,,,50.7,50.6
16219,,Acritoparamys,,Paramys,,50.7,50.6
16221,,Sciuravus,,,,50.7,50.6
16221,,Tillomys,,,,50.7,50.6
16223,,Thisbemys,,,,50.7,50.6
16223,cf.,Thisbemys,,,,50.7,50.6
16223,,Pseudotomus,,Pseudotomus,,50.8,50.6
16224,,Acritoparamys,,Paramys,,50.8,50.6
16227,cf.,Pseudotomus,,,,50.7,50.6
16227,,Pseudotomus,?,Ischyrotomus,,50.7,50.6
16227,,Paramys,,,,50.7,50.6
16227,,Paramys,,,,50.7,50.6
16227,,Reithroparamys,,,,50.7,50.6
16227,,Reithroparamys,,,,50.7,50.6
16227,,Reithroparamys,,,,52.2,50.6
16227,,Microparamys,,,,51.8,50.6
16227,,Microparamys,,,,51.5,50.6
16227,,Pseudotomus,,,,52.4,50.6
16227,,Pauromys,,,,50.8,50.6
16227,,Tillomys,,,,51.2,50.6
16227,,Sciuravus,,,,50.8,50.6
16227,,Sciuravus,,,,50.7,50.6
16227,,Mysops,,,,50.7,50.6
16227,,Acritoparamys,,Paramys,,50.7,50.6
16227,,Thisbemys,,Paramys,,50.7,50.6
16227,,Knightomys,,Knightomys,,51.2,50.6
16227,,Knightomys,,Knightomys,,51.2,50.6
16228,,Paramys,,,,52.4,50.6
16228,,Leptotomus,,,,51.2,50.6
16228,,Leptotomus,,,,51.2,50.6
16228,,Reithroparamys,,,,52,50.6
16228,,Pseudotomus,,,,50.7,50.6
16228,,Mysops,,,,50.7,50.6
16228,,Mysops,,,,50.7,50.6
16228,,Sciuravus,,,,50.7,50.6
16228,?,Tillomys,,,,51.8,50.6
16228,,Thisbemys,,Thisbemys,,51.8,50.6
16228,,Pseudotomus,,Ischyrotomus,,51.9,50.6
16232,,Sciuravus,,,,51.5,50.6
16232,,Sciuravus,,,,51.5,50.6
16232,,Paramys,,,,51.5,50.6
16232,,Acritoparamys,,Paramys,,51.8,50.6
16237,,Thisbemys,,,,51.5,50.6
16239,,Thisbemys,,Paramys,,52.4,50.6
16240,,Thisbemys,,,,51.5,50.6
16240,,Paramys,,,,52.4,50.6
16240,,Knightomys,,,,50.7,50.6
16240,,Quadratomus,,Leptotomus,,51.9,51.9
16240,,Thisbemys,,Thisbemys,,51.9,51.9
16240,,Knightomys,,Paramys,,47.4,47.4
16241,,Paramys,,,,50.5,50.4
16241,,Knightomys,,,,50.5,50.4
16241,,Knightomys,,Paramys,,50.5,50.4
16241,,Thisbemys,,Thisbemys,,50.5,50.4
16241,,Leptotomus,,Leptotomus,,50.5,50.4
16241,,Quadratomus,,Leptotomus,,46,45.9
16242,,Paramys,,,,46.2,46.1
16242,,Knightomys,,,,49.6,48.7
16244,,Paramys,,,,49.6,48.7
16244,,Reithroparamys,,,,51.9,51.9
16244,,Sciuravus,,,,51.9,51.9
16244,,Taxymys,,,,51.9,51.9
16244,,Acritoparamys,,Microparamys,,51.9,51.9
16245,,Reithroparamys,,,,48.1,48.1
16249,,Lophiparamys,,,Ypresian,48.1,48.1
16250,,Paramys,,,,48.1,48.1
16251,,Tillomys,,,,48.1,48.1
16254,,Paramys,,,,48.1,48.1
16254,,Acritoparamys,,,,48.1,48.1
16254,,Knightomys,,,,48.1,48.1
16254,,Knightomys,,,,47.9,47.8
16254,,Knightomys,,,,47.9,47.8
16254,,Pauromys,,,,52,46.4
16260,,Leptotomus,,,,50.1,46.4
16262,,Sciuravus,,,,50.1,46.4
16262,,Leptotomus,,,,50.1,46.4
16262,,Paramys,,,,50,49.9
16270,,Sciuravus,,,,50,49.9
16271,,Sciuravus,,,,50,49.9
16273,,Sciuravus,,,,50,49.9
16275,,Thisbemys,,Thisbemys,,50,49.9
16276,,Sciuravus,,,,50,49.9
16280,,Sciuravus,,,,50,49.9
16280,cf.,Reithroparamys,,,,50,48.9
16283,,Thisbemys,,,,49,48.9
16284,,Paramys,,,,50,48.9
16284,,Sciuravus,,,,48.4,48.4
16284,,Sciuravus,,,,46.2,46.1
16286,,Leptotomus,,,,51.2,48.9
16287,,Paramys,,,,51.2,48.9
16287,,Thisbemys,,,,51.2,48.9
16287,,Sciuravus,,,,51.2,50.6
16289,,Paramys,,,,55.7,52.4
16289,,Pseudotomus,,,,51.8,51.8
16289,,Knightomys,,,,51.8,51.8
16289,,Knightomys,,,,51.8,51.8
16291,,Paramys,,,,50.1,48.7
16293,,Pseudotomus,,,,47.9,47.7
16294,,Thisbemys,,,,50.1,49.5
16300,,Sciuravus,,,,50.1,49.5
16300,,Quadratomus,,Leptotomus,,50.1,49.5
16302,,Paramys,,,,42.1,42
16302,,Sciuravus,,,,42.1,42
16305,,Leptotomus,,,,42.1,42
16305,,Microparamys,,,,42.1,42
16305,,Sciuravus,,,,42.1,42
16305,,Thisbemys,,Thisbemys,,42.2,42.2
16306,,Sciuravus,,,,42.2,42.2
16306,,Thisbemys,,Thisbemys,,42.2,42.2
16309,,Paramys,,,,42.2,42.2
16309,,Leptotomus,,,,42.2,42.2
16309,,Microparamys,,,,42.1,42
16309,,Sciuravus,,,,42.1,42
16310,,Paramys,,,,42.1,42
16310,,Leptotomus,,,,42.1,42
16310,,Sciuravus,,,,42.1,42
16311,,Paramys,,,,42,41.9
16311,,Thisbemys,,Thisbemys,,39.8,39.7
16313,,Sciuravus,,,,39.8,39.7
16313,,Thisbemys,,Thisbemys,,39.8,39.7
16314,,Thisbemys,,Thisbemys,,39.8,39.7
16315,,Paramys,,,,39.8,39.7
16315,,Leptotomus,,,,42.9,39.7
16315,,Microparamys,,,,40.7,40.6
16315,,Sciuravus,,,,40.7,40.6
16315,,Thisbemys,,Thisbemys,,40.4,40.3
16318,,Sciuravus,,,,40.4,40.3
16324,,Sciuravus,,,,40.4,40.3
16325,,Leptotomus,,,,40.4,40.3
16328,,Sciuravus,,,,40.4,40.3
16330,,Leptotomus,,,,42.7,42.7
16334,,Thisbemys,,Thisbemys,,44.8,42.7
16339,,Leptotomus,,,,42.7,42.7
16340,,Paramys,,,,46.6,46.5
16340,,Thisbemys,,Thisbemys,,46.6,46.5
16341,,Leptotomus,,,,46.6,46.5
16341,,Sciuravus,,,,46.6,46.5
16345,,Leptotomus,,,,46.6,46.5
16345,,Thisbemys,,Thisbemys,,46.6,46.5
16347,,Sciuravus,,,,46.6,46.5
16350,,Sciuravus,,,,42.7,42.7
16350,,Thisbemys,,Thisbemys,,42.7,42.7
16351,,Sciuravus,,,,42.9,42.8
16355,,Paramys,,,,53.7,37.6
16355,,Leptotomus,,,,48.3,48.2
16355,,Sciuravus,,,,50.5,48.9
16355,,Sciuravus,,,,40.3,40.2
16357,,Sciuravus,,,,40.3,40.2
16358,,Sciuravus,,,,40.3,40.2
16360,,Sciuravus,,,,42.9,42.8
16364,,Paramys,,,,42.9,42.8
16366,,Leptotomus,,,,42.9,42.8
16366,,Sciuravus,,,,42.9,42.8
16367,,Leptotomus,,,,42.9,42.8
16369,,Sciuravus,,,,42.9,42.8
16373,,Leptotomus,,,,42.9,42.8
16377,,Sciuravus,,,,42.9,42.8
16379,,Leptotomus,,,,42.9,42.8
16381,,Sciuravus,,,,46.9,46.8
16384,,Leptotomus,,,,46.9,46.8
16388,,Paramys,,,,46.9,46.8
16388,,Sciuravus,,,,46.9,46.8
16393,,Thisbemys,,,,46.9,46.8
16396,,Paramys,,,,46.9,46.8
16396,,Microparamys,,,,46.9,46.8
16396,,Sciuravus,,,,46.9,46.8
16396,,Pauromys,,,,41.7,41.6
16396,,Pseudotomus,,Pseudotomus,,41.7,41.6
16405,,Paramys,,,,41.7,41.6
16407,,Paramys,,,,41.7,41.6
16409,,Sciuravus,,,,41.7,41.6
16409,,Taxymys,,,,40.5,40.5
16415,,Paramys,,,,40.5,40.5
16415,?,Thisbemys,,,,40.5,40.5
16415,,Mattimys,,,,40.5,40.5
16415,,Knightomys,,,,40.5,40.5
16415,,Knightomys,,,,40.5,40.5
16415,,Knightomys,,,,40.5,40.5
16418,,Thisbemys,,,,57.9,42.4
16418,?,Paramys,,,,57.9,42.4
16418,,Microparamys,,,,57.9,42.4
16418,?,Tillomys,,,,47,43.7
16418,,Pauromys,,,,47,43.7
16418,,Mysops,,,,42.9,37.3
16418,,Leptotomus,,Leptotomus,,40.7,40.6
16431,,Sciuravus,,,,40.7,40.6
16431,,Tillomys,,,,40.7,40.6
16435,,Paramys,,,,40.7,40.6
16438,,Tillomys,,,,40.7,40.6
16438,,Sciuravus,,,,40.7,40.6
16438,cf.,Reithroparamys,,,,40.7,40.6
16441,,Sciuravus,,,,48,47.9
16441,,Reithroparamys,,,,41.6,41.5
16441,,Microparamys,,,,41.6,41.5
16441,,Microparamys,,,,41.6,41.5
16441,,Acritoparamys,,Paramys,,41.6,41.5
16441,,Quadratomus,,Pseudotomus,,41.6,41.5
16443,,Quadratomus,,Pseudotomus,,41.6,41.5
16443,,Pseudotomus,,Pseudotomus,,41.2,41.1
16444,,Leptotomus,,,,43.6,43.5
16445,,Sciuravus,,,,43.6,43.5
16446,,Acritoparamys,,Paramys,,43.6,43.5
16448,,Pseudotomus,,Ischyrotomus,,43.6,43.5
16449,,Pauromys,,,,43.6,43.5
16488,,Thisbemys,,,,43.6,43.5
16488,,Pseudotomus,,Pseudotomus,,42.1,41.5
16489,,Pseudotomus,,Pseudotomus,,42.1,41.5
16496,?,Pseudotomus,,,,42.1,41.5
16497,,Mytonomys,,Pseudotomus,,42.1,41.5
16499,,Reithroparamys,,,,42.1,41.5
16499,,Microparamys,,,,42.1,41.5
16499,,Knightomys,,Taxymys,,47,43.7
16500,,Sciuravus,,,,47,43.7
16502,,Sciuravus,,,,47,43.7
16504,,Sciuravus,,,,47,43.7
16504,,Paramys,,,,47,43.7
16504,,Reithroparamys,,,,47,43.7
16504,,Reithroparamys,,,,47,43.7
16513,,Leptotomus,,,Lutetian,47,43.7
16513,,Rapamys,,,Lutetian,47,43.7
16513,,Spurimus,,,Lutetian,47,43.7
16513,,Microparamys,,,Lutetian,47,43.7
16513,?,Pseudocylindrodon,,,Lutetian,47.3,47.2
16514,,Leptotomus,,,Lutetian,47.3,47.2
16514,,Rapamys,,,Lutetian,47.3,47.2
16514,,Spurimus,,,Lutetian,43.4,43.3
16514,,Microparamys,,,Lutetian,43.4,43.3
16514,?,Pseudocylindrodon,,,Lutetian,43.4,43.3
16517,,Leptotomus,,,Lutetian,43.4,43.3
16517,,Rapamys,,,Lutetian,43.4,43.3
16517,,Microparamys,,,Lutetian,42.5,42.4
16517,?,Pseudocylindrodon,,,Lutetian,42.5,42.4
16517,,Anomoemys,,Pareumys,Lutetian,42.5,42.4
16518,?,Pseudocylindrodon,,,Lutetian,42.5,42.4
16529,,Microparamys,,,Bartonian,42.5,42.4
16529,,Simimys,,,Bartonian,42.5,42.4
16529,,Pareumys,,,Bartonian,42.5,42.4
16529,,Presbymys,,,Bartonian,42.5,42.4
16529,,Metanoiamys,,Namatomys,Bartonian,42.9,39.7
16530,,Simimys,,,Lutetian,42.9,39.7
16531,,Pareumys,,,Lutetian,49.3,49.2
16531,,Mytonomys,,,Lutetian,49.3,49.2
16533,,Microparamys,,,Bartonian,49.3,49.2
16533,,Griphomys,,,Bartonian,49.3,49.2
16533,,Griphomys,,,Bartonian,45.3,45.2
16533,,Pareumys,,,Bartonian,45.3,45.2
16533,,Metanoiamys,,,Bartonian,45.3,45.2
16533,,Simimys,,,Bartonian,45.3,45.2
16534,,Pseudotomus,,Manitsha,Lutetian,45.3,45.2
16535,,Pseudotomus,,Ischyrotomus,Lutetian,44.8,44.7
16537,,Leptotomus,,,Lutetian,44.8,44.7
16542,,Mytonomys,,,Lutetian,44.8,44.7
16542,,Thisbemys,,,Lutetian,47.7,47.7
16542,,Microparamys,,,Lutetian,47.7,47.7
16542,,Laredomys,,,Lutetian,47.7,47.7
16542,cf.,Nonomys,,,Lutetian,47.7,47.7
16542,,Pauromys,,Pauromys,Lutetian,47.7,47.7
16542,,Microeutypomys,,Eutypomyidae,Lutetian,45.2,45.1
16546,,Leptotomus,,,Lutetian,45.2,45.1
16546,,Prolapsus,,,Lutetian,44.3,44.2
16547,,Pareumys,,,Lutetian,44.3,44.2
16550,,Pauromys,,,Lutetian,44.3,44.2
16566,?,Paramys,,,Lutetian,46.9,46.8
16576,,Sciuravus,,,Lutetian,46.9,46.8
16584,?,Ischyromys,,,Lutetian,46.9,46.8
16584,?,Pareumys,,,Lutetian,46.9,46.8
16584,,Pseudocylindrodon,,,Lutetian,46.9,46.8
16585,,Microparamys,,,Lutetian,46.9,46.8
16585,,Rapamys,,,Lutetian,43,43
16585,,Sciuravus,,,Lutetian,43,43
16585,,Pareumys,,,Lutetian,43,43
16585,,Simimys,,,Lutetian,43,43
16585,cf.,Paradjidaumo,,,Lutetian,43.8,43.7
16585,,Eohaplomys,,Eohaplomys,Lutetian,43.8,43.7
16585,,Metanoiamys,,Namatomys,Lutetian,43.8,43.7
16585,,Griphomys,,Griphomys,Lutetian,44.1,44
16586,,Prolapsus,,,Lutetian,44.1,44
16586,,Pauromys,,,Lutetian,44.1,44
16586,,Thisbemys,,Thisbemys,Lutetian,44.1,44
16586,,Pareumys,,Mysops,Lutetian,44.1,44
16587,,Microparamys,,,Lutetian,44.1,44
16587,,Prolapsus,,,Lutetian,44.1,43.7
16587,,Pauromys,,,Lutetian,44.8,44.7
16587,,Thisbemys,,Thisbemys,Lutetian,44.8,44.7
16589,,Thisbemys,,,Lutetian,44.8,44.7
16589,,Leptotomus,,,Lutetian,44.8,44.7
16589,,Protoptychus,,,Lutetian,47,47
16589,,Reithroparamys,,Ischyrotomus,Lutetian,51.5,36.9
16589,,Reithroparamys,,Leptotomus,Lutetian,44.6,43.7
16589,,Pseudotomus,,Ischyrotomus,Lutetian,44.6,43.7
16590,,Microparamys,,,Lutetian,44.6,43.7
16590,,Eohaplomys,,,Lutetian,45.7,43.7
16590,,Leptotomus,,,Lutetian,45.7,43.7
16590,,Pareumys,,,Lutetian,46.6,43.7
16590,,Griphomys,,,Lutetian,43.9,43.8
16590,,Pseudotomus,,Ischyrotomus,Lutetian,43.9,43.8
16590,,Simimys,,Simimys,Lutetian,43.9,43.8
16598,,Floresomys,,,,44.6,44.5
16598,,Guanajuatomys,,,,44.6,44.5
16598,,Marfilomys,,,,44.6,44.5
16601,,Sciuravus,,,Lutetian,47,43.7
16601,,Metanoiamys,,Namatomys,Lutetian,47,43.7
16602,,Simimys,,Simimys,Lutetian,47,43.7
16603,,Microparamys,,,Lutetian,45.7,43.7
16603,,Eohaplomys,,,Lutetian,45.7,43.7
16603,,Pareumys,,,Lutetian,44.6,43.7
16603,,Griphomys,,,Lutetian,44.6,43.7
16603,,Simimys,,,Lutetian,44.6,43.7
16603,cf.,Mytonomys,,Leptotomus,Lutetian,43.8,43.7
16603,,Metanoiamys,,Namatomys,Lutetian,43.8,43.7
16606,,Sciuravus,,,Lutetian,43.8,43.7
16607,,Paramys,,,Lutetian,47,42.8
16607,,Mytonomys,,Prosciurus,Lutetian,47,43.7
16607,,Janimus,,,Lutetian,42.9,42.8
16607,,Pareumys,,,Lutetian,42.9,42.8
16607,,Thisbemys,,Paramys,Lutetian,42.9,42.8
16607,,Pseudotomus,,Ischyrotomus,Lutetian,42.9,42.8
16609,,Mytonomys,,Leptotomus,Lutetian,42.9,42.8
16614,,Thisbemys,,,Lutetian,42.9,42.8
16614,,Microparamys,,,Lutetian,47,43.7
16614,,Paramys,,,Lutetian,47,43.7
16614,,Leptotomus,,,Lutetian,47,43.7
16614,,Prolapsus,,,Lutetian,47,43.7
16614,,Pauromys,,,Lutetian,47,43.7
16615,,Microparamys,,,Lutetian,47,43.7
16615,,Griphomys,,,Lutetian,47,43.7
16615,,Pareumys,,,Lutetian,47.2,43.7
16615,,Simimys,,,Lutetian,47,47
16615,,Eohaplomys,,Eohaplomys,Lutetian,47,47
16615,,Metanoiamys,,Namatomys,Lutetian,47,47
16616,,Microparamys,,,,47,47
16616,,Sciuravus,,,,46.9,45.2
16616,,Metanoiamys,,Namatomys,,46.9,45.2
16617,,Sciuravus,,,,46.9,45.2
16617,,Metanoiamys,,Namatomys,,47,43.7
16618,,Sciuravus,,,,47,43.7
16618,,Metanoiamys,,Namatomys,,47,43.7
16619,,Sciuravus,,,,47,43.7
16619,,Metanoiamys,,Namatomys,,47,43.7
16620,,Sciuravus,,,,47,43.7
16620,,Metanoiamys,,Namatomys,,47,43.7
16623,,Leptotomus,,,Lutetian,47,43.7
16623,,Thisbemys,,,Lutetian,47,43.7
16623,,Sciuravus,,,Lutetian,47,43.7
16623,,Leptotomus,,Leptotomus,Lutetian,45.7,43.7
16624,,Thisbemys,,,Lutetian,45.7,43.7
16624,,Microparamys,,,Lutetian,45.7,43.7
16624,,Leptotomus,,,Lutetian,45.7,43.7
16624,,Prolapsus,,,Lutetian,47,43.7
16624,,Prolapsus,,,Lutetian,47,45.4
16624,,Pauromys,,,Lutetian,47,45.4
16626,,Leptotomus,,,Lutetian,47,45.4
16626,,Leptotomus,,,Lutetian,47,45.4
16626,,Pseudotomus,,,Lutetian,47,43.7
16626,,Microparamys,,,Lutetian,47,43.7
16626,,Microparamys,,,Lutetian,47,43.7
16626,,Churcheria,,Anonymus,Lutetian,47,43.7
16626,,Pseudocylindrodon,,,Lutetian,47,47
16626,,Protadjidaumo,,,Lutetian,47,47
16626,,Janimus,,,Lutetian,47,47
16626,,Metanoiamys,,Namatomys,Lutetian,47,47
16629,,Pareumys,,,Lutetian,47,47
16629,,Simimys,,,Lutetian,47,47
16630,?,Reithroparamys,,,Lutetian,47,47
16630,,Microparamys,,,Lutetian,47,47
16630,,Sciuravus,,,Lutetian,47,47
16630,?,Protadjidaumo,,,Lutetian,47,47
16642,,Paramys,,,Lutetian,47,47
16642,,Thisbemys,,,Lutetian,47,47
16643,,Paramys,,,Lutetian,47.2,47
16645,,Paramys,,,Lutetian,47.2,47
16645,,Reithroparamys,,,Lutetian,47.2,47.1
16646,,Thisbemys,,,Lutetian,47.2,45.1
16646,,Pseudotomus,,,Lutetian,47.2,43.7
16646,,Sciuravus,,,Lutetian,47,47
16647,,Paramys,,,Lutetian,47,47
16647,,Thisbemys,,,Lutetian,47.2,37.8
16647,,Mysops,,,Lutetian,47.2,37.8
16647,,Sciuravus,,,Lutetian,47.2,37.8
16647,,Sciuravus,,,Lutetian,47,43.7
16647,,Leptotomus,,Leptotomus,Lutetian,47,43.7
16648,,Leptotomus,,,Lutetian,47,43.7
16648,,Protoptychus,,,Lutetian,47,43.7
16649,,Paramys,,,Lutetian,47,43.7
16649,,Leptotomus,,,Lutetian,47,43.7
16649,,Pareumys,,,Lutetian,47,43.7
16651,,Microparamys,,,Lutetian,47,43.7
16651,,Lophiparamys,,,Lutetian,47,43.7
16651,,Prolapsus,,,Lutetian,47,43.7
16651,,Thisbemys,,Thisbemys,Lutetian,47,43.7
16651,,Pareumys,,Mysops,Lutetian,47,43.7
16651,,Pauromys,,Prolapsus,Lutetian,47.2,45.1
16654,,Microparamys,,,Lutetian,47.2,43.8
16654,,Mytonomys,,,Lutetian,43.8,43.7
16654,,Pareumys,,,Lutetian,43.8,43.7
16654,,Pareumys,,,Lutetian,43.8,43.7
16654,,Paramys,,Ischyrotomus,Lutetian,43.8,43.7
16665,,Leptotomus,,,Lutetian,47,47
16665,,Sciuravus,,,Lutetian,47,47
16665,,Pareumys,,,Lutetian,47,47
16666,,Microparamys,,,Lutetian,47,47
16666,,Pseudotomus,,Ischyrotomus,Lutetian,47,47
16666,,Leptotomus,,,Lutetian,47,47
16666,,Sciuravus,,,Lutetian,47,47
16666,,Pareumys,,,Lutetian,47,47
16666,,Uriscus,,Reithroparamys,Lutetian,47,47
16667,,Sciuravus,,,Lutetian,47,47
16669,,Microparamys,,,Lutetian,47,47
16669,,Sciuravus,,,Lutetian,47,47
16669,,Pareumys,,,Lutetian,47,47
16669,,Metanoiamys,,,Lutetian,47,47
16670,,Pseudotomus,,Ischyrotomus,Lutetian,47,47
16672,,Leptotomus,,,Lutetian,45.5,43.7
16673,,Microparamys,,,Lutetian,45.5,43.7
16673,,Sciuravus,,,Lutetian,45.5,43.7
16673,,Pareumys,,,Lutetian,45.5,43.7
16674,,Microparamys,,,Lutetian,45.5,43.7
16674,,Metanoiamys,,,Lutetian,45.5,45.4
16675,,Sciuravus,,,Lutetian,45.5,45.4
16676,,Sciuravus,,,Lutetian,45.5,45.4
16676,,Pareumys,,,Lutetian,45.5,45.4
16676,,Metanoiamys,,,Lutetian,45.5,45.4
16677,,Microparamys,,,Lutetian,47,43.7
16677,,Sciuravus,,,Lutetian,47,43.8
16677,,Metanoiamys,,,Lutetian,47,43.7
16678,,Microparamys,,,Lutetian,47,43.7
16678,,Sciuravus,,,Lutetian,47,43.7
16678,,Metanoiamys,,,Lutetian,43.8,43.7
16680,,Sciuravus,,,Lutetian,43.8,43.7
16680,,Metanoiamys,,,Lutetian,43.8,43.7
16682,,Sciuravus,,,Lutetian,43.8,43.7
16682,,Pareumys,,,Lutetian,43.8,43.7
16682,,Metanoiamys,,,Lutetian,43.8,43.7
16684,,Microparamys,,,Lutetian,42.9,42.8
